,Replica,run,conf,frame,tpore,x0,y0,x1,y1,x2,y2,x3,y3,membrane
172,BPM_3,53,9,88,8.8,93,108,,,,,,,BPM
173,BPM_3,54,9,92,9.2,129,229,,,,,,,BPM
174,BPM_3,55,9,85,8.5,218,212,,,,,,,BPM
175,BPM_3,56,9,108,10.8,95,105,,,,,,,BPM
176,BPM_3,57,9,31,3.1,126,255,,,,,,,BPM
177,BPM_3,58,9,50,5.0,133,246,,,,,,,BPM
178,BPM_3,59,9,43,4.3,123,240,,,,,,,BPM
179,BPM_3,60,9,63,6.3,120,233,,,,,,,BPM
180,BPM_4,1,9,66,6.6,4,134,,,,,,,BPM
181,BPM_4,2,9,37,3.7,63,124,,,,,,,BPM
182,BPM_4,3,9,31,3.1,150,57,,,,,,,BPM
183,BPM_4,4,9,97,9.7,117,238,,,,,,,BPM
184,BPM_4,5,9,69,6.9,180,85,,,,,,,BPM
185,BPM_4,6,9,31,3.1,147,199,,,,,,,BPM
186,BPM_4,7,9,91,9.1,299,40,,,,,,,BPM
187,BPM_4,8,9,55,5.5,153,93,,,,,,,BPM
188,BPM_4,9,11,11,21.1,118,194,,,,,,,BPM
189,BPM_4,10,9,89,8.9,273,56,,,,,,,BPM
190,BPM_4,11,9,90,9.0,142,59,,,,,,,BPM
191,BPM_4,12,10,12,11.2,193,67,,,,,,,BPM
192,BPM_4,13,9,39,3.9,197,64,,,,,,,BPM
193,BPM_4,14,9,88,8.8,268,135,,,,,,,BPM
194,BPM_4,15,9,43,4.3,93,231,,,,,,,BPM
195,BPM_4,16,9,80,8.0,218,76,,,,,,,BPM
196,BPM_4,17,10,2,10.2,236,53,,,,,,,BPM
197,BPM_4,18,9,31,3.1,53,143,,,,,,,BPM
198,BPM_4,19,10,3,10.3,70,144,,,,,,,BPM
199,BPM_4,20,9,81,8.1,128,200,,,,,,,BPM
200,BPM_4,21,9,25,2.5,180,64,,,,,,,BPM
201,BPM_4,22,9,49,4.9,64,133,,,,,,,BPM
202,BPM_4,23,9,94,9.4,204,79,,,,,,,BPM
203,BPM_4,24,9,73,7.3,79,142,,,,,,,BPM
204,BPM_4,25,9,37,3.7,185,65,,,,,,,BPM
205,BPM_4,26,9,77,7.7,153,35,,,,,,,BPM
206,BPM_4,27,9,98,9.8,115,245,,,,,,,BPM
207,BPM_4,28,9,55,5.5,151,72,,,,,,,BPM
208,BPM_4,29,9,98,9.8,77,144,,,,,,,BPM
209,BPM_4,30,9,85,8.5,155,84,,,,,,,BPM
210,BPM_4,31,9,77,7.7,173,108,,,,,,,BPM
211,BPM_4,32,9,43,4.3,62,126,,,,,,,BPM
212,BPM_4,33,9,43,4.3,63,135,,,,,,,BPM
213,BPM_4,34,9,33,3.3,110,242,,,,,,,BPM
214,BPM_4,35,9,49,4.9,180,60,,,,,,,BPM
215,BPM_4,36,9,87,8.7,176,85,,,,,,,BPM
216,BPM_4,37,9,117,11.7,122,250,,,,,,,BPM
217,BPM_4,38,9,98,9.8,247,59,,,,,,,BPM
218,BPM_4,39,9,69,6.9,219,94,,,,,,,BPM
219,BPM_4,40,9,52,5.2,166,122,,,,,,,BPM
220,BPM_4,41,9,82,8.2,163,84,,,,,,,BPM
221,BPM_4,42,9,73,7.3,193,69,,,,,,,BPM
222,BPM_4,43,9,70,7.0,189,59,,,,,,,BPM
223,BPM_4,44,9,90,9.0,53,153,,,,,,,BPM
224,BPM_4,45,9,89,8.9,120,253,142.0,201.0,,,,,BPM
225,BPM_4,46,9,115,11.5,204,68,269.0,155.0,,,,,BPM
226,BPM_4,47,9,61,6.1,63,130,,,,,,,BPM
227,BPM_4,48,9,50,5.0,263,58,,,,,,,BPM
228,BPM_4,49,9,89,8.9,151,51,58.0,124.0,,,,,BPM
229,BPM_4,50,9,86,8.6,200,111,,,,,,,BPM
230,BPM_4,51,9,62,6.2,187,245,,,,,,,BPM
231,BPM_4,52,9,69,6.9,166,117,196.0,77.0,,,,,BPM
232,BPM_4,53,9,72,7.2,301,50,,,,,,,BPM
233,BPM_4,54,9,39,3.9,169,44,,,,,,,BPM
234,BPM_4,55,9,93,9.3,163,41,,,,,,,BPM
235,BPM_4,56,9,88,8.8,183,91,,,,,,,BPM
236,BPM_4,57,9,55,5.5,152,60,,,,,,,BPM
237,BPM_4,58,9,43,4.3,21,71,,,,,,,BPM
238,BPM_4,59,9,122,12.2,166,55,,,,,,,BPM
239,BPM_4,60,9,78,7.8,173,58,,,,,,,BPM
0,BPM-hyp_1,1,9,26,2.6,191,90,,,,,,,BPM-hyp
1,BPM-hyp_1,2,9,25,2.5,184,88,,,,,,,BPM-hyp
2,BPM-hyp_1,3,9,31,3.1,186,112,,,,,,,BPM-hyp
3,BPM-hyp_1,4,9,50,5.0,191,101,,,,,,,BPM-hyp
4,BPM-hyp_1,5,9,25,2.5,9,204,,,,,,,BPM-hyp
5,BPM-hyp_1,6,9,37,3.7,37,80,188.0,102.0,,,,,BPM-hyp
6,BPM-hyp_1,7,9,25,2.5,46,77,199.0,94.0,7.0,228.0,,,BPM-hyp
7,BPM-hyp_1,8,9,31,3.1,33,78,,,,,,,BPM-hyp
8,BPM-hyp_1,9,9,53,5.3,8,219,,,,,,,BPM-hyp
9,BPM-hyp_1,10,9,25,2.5,66,72,,,,,,,BPM-hyp
10,BPM-hyp_1,11,9,31,3.1,60,154,,,,,,,BPM-hyp
11,BPM-hyp_1,12,9,32,3.2,106,55,,,,,,,BPM-hyp
12,BPM-hyp_1,13,9,44,4.4,36,88,,,,,,,BPM-hyp
13,BPM-hyp_1,14,9,31,3.1,182,96,,,,,,,BPM-hyp
14,BPM-hyp_1,15,9,25,2.5,34,86,,,,,,,BPM-hyp
15,BPM-hyp_1,16,9,15,1.5,191,93,,,,,,,BPM-hyp
16,BPM-hyp_1,17,9,33,3.3,15,294,,,,,,,BPM-hyp
17,BPM-hyp_1,18,9,40,4.0,14,217,,,,,,,BPM-hyp
18,BPM-hyp_1,19,9,25,2.5,14,92,,,,,,,BPM-hyp
19,BPM-hyp_1,20,9,32,3.2,78,142,,,,,,,BPM-hyp
20,BPM-hyp_1,21,9,35,3.5,50,85,,,,,,,BPM-hyp
21,BPM-hyp_1,22,9,31,3.1,35,85,,,,,,,BPM-hyp
22,BPM-hyp_1,23,9,13,1.3,190,91,,,,,,,BPM-hyp
23,BPM-hyp_1,24,9,19,1.9,47,83,,,,,,,BPM-hyp
24,BPM-hyp_1,25,9,49,4.9,51,87,,,,,,,BPM-hyp
25,BPM-hyp_1,26,9,31,3.1,29,84,292.0,36.0,,,,,BPM-hyp
26,BPM-hyp_1,27,9,25,2.5,11,207,,,,,,,BPM-hyp
27,BPM-hyp_1,28,9,25,2.5,189,103,,,,,,,BPM-hyp
28,BPM-hyp_1,29,9,40,4.0,219,96,,,,,,,BPM-hyp
29,BPM-hyp_1,30,9,32,3.2,144,13,,,,,,,BPM-hyp
30,BPM-hyp_1,31,9,19,1.9,70,145,,,,,,,BPM-hyp
31,BPM-hyp_1,32,9,27,2.7,35,77,188.0,83.0,,,,,BPM-hyp
32,BPM-hyp_1,33,9,22,2.2,34,71,,,,,,,BPM-hyp
33,BPM-hyp_1,34,9,50,5.0,296,10,,,,,,,BPM-hyp
34,BPM-hyp_1,35,9,25,2.5,39,74,,,,,,,BPM-hyp
35,BPM-hyp_1,36,9,22,2.2,194,77,,,,,,,BPM-hyp
36,BPM-hyp_1,37,9,49,4.9,64,151,,,,,,,BPM-hyp
37,BPM-hyp_1,38,9,14,1.4,38,77,,,,,,,BPM-hyp
38,BPM-hyp_1,39,9,38,3.8,183,73,,,,,,,BPM-hyp
39,BPM-hyp_1,40,9,25,2.5,182,94,,,,,,,BPM-hyp
40,BPM-hyp_1,41,9,45,4.5,198,72,,,,,,,BPM-hyp
41,BPM-hyp_1,42,9,20,2.0,123,31,,,,,,,BPM-hyp
42,BPM-hyp_1,43,9,37,3.7,92,56,,,,,,,BPM-hyp
43,BPM-hyp_1,44,9,32,3.2,106,5,,,,,,,BPM-hyp
44,BPM-hyp_1,45,9,39,3.9,81,147,,,,,,,BPM-hyp
45,BPM-hyp_1,46,9,20,2.0,192,87,,,,,,,BPM-hyp
46,BPM-hyp_1,47,9,61,6.1,30,75,,,,,,,BPM-hyp
47,BPM-hyp_1,48,9,49,4.9,69,55,,,,,,,BPM-hyp
48,BPM-hyp_1,49,9,53,5.3,77,57,,,,,,,BPM-hyp
49,BPM-hyp_1,50,9,15,1.5,45,79,,,,,,,BPM-hyp
50,BPM-hyp_1,51,9,25,2.5,47,86,,,,,,,BPM-hyp
51,BPM-hyp_1,52,9,8,0.8,36,80,,,,,,,BPM-hyp
52,BPM-hyp_1,53,9,55,5.5,48,23,,,,,,,BPM-hyp
53,BPM-hyp_1,54,9,35,3.5,225,265,189.0,110.0,,,,,BPM-hyp
54,BPM-hyp_1,55,9,37,3.7,196,88,,,,,,,BPM-hyp
55,BPM-hyp_1,56,9,28,2.8,30,75,,,,,,,BPM-hyp
56,BPM-hyp_1,57,9,27,2.7,30,53,,,,,,,BPM-hyp
57,BPM-hyp_1,58,9,19,1.9,149,15,,,,,,,BPM-hyp
58,BPM-hyp_1,59,9,32,3.2,190,104,,,,,,,BPM-hyp
59,BPM-hyp_1,60,9,21,2.1,136,21,295.0,240.0,,,,,BPM-hyp
60,BPM-hyp_2,1,9,55,5.5,214,207,,,,,,,BPM-hyp
61,BPM-hyp_2,2,9,44,4.4,117,28,,,,,,,BPM-hyp
62,BPM-hyp_2,3,9,49,4.9,32,196,,,,,,,BPM-hyp
63,BPM-hyp_2,4,9,49,4.9,8,277,,,,,,,BPM-hyp
64,BPM-hyp_2,5,9,37,3.7,294,64,217.0,213.0,,,,,BPM-hyp
65,BPM-hyp_2,6,9,34,3.4,53,91,,,,,,,BPM-hyp
66,BPM-hyp_2,7,9,25,2.5,294,290,,,,,,,BPM-hyp
67,BPM-hyp_2,8,9,44,4.4,14,205,,,,,,,BPM-hyp
68,BPM-hyp_2,9,9,25,2.5,77,92,,,,,,,BPM-hyp
69,BPM-hyp_2,10,9,27,2.7,52,40,,,,,,,BPM-hyp
70,BPM-hyp_2,11,9,19,1.9,29,199,,,,,,,BPM-hyp
71,BPM-hyp_2,12,9,38,3.8,296,271,,,,,,,BPM-hyp
72,BPM-hyp_2,13,9,15,1.5,290,290,,,,,,,BPM-hyp
73,BPM-hyp_2,14,9,50,5.0,27,192,,,,,,,BPM-hyp
74,BPM-hyp_2,15,9,37,3.7,227,221,,,,,,,BPM-hyp
75,BPM-hyp_2,16,9,31,3.1,216,216,,,,,,,BPM-hyp
76,BPM-hyp_2,17,9,20,2.0,27,202,,,,,,,BPM-hyp
77,BPM-hyp_2,18,9,25,2.5,290,293,,,,,,,BPM-hyp
78,BPM-hyp_2,19,9,15,1.5,140,21,,,,,,,BPM-hyp
79,BPM-hyp_2,20,9,31,3.1,120,29,,,,,,,BPM-hyp
80,BPM-hyp_2,21,9,33,3.3,232,97,,,,,,,BPM-hyp
81,BPM-hyp_2,22,9,19,1.9,16,207,,,,,,,BPM-hyp
82,BPM-hyp_2,23,9,31,3.1,293,293,,,,,,,BPM-hyp
83,BPM-hyp_2,24,9,25,2.5,227,215,,,,,,,BPM-hyp
84,BPM-hyp_2,25,9,33,3.3,135,192,,,,,,,BPM-hyp
85,BPM-hyp_2,26,9,31,3.1,84,35,,,,,,,BPM-hyp
86,BPM-hyp_2,27,9,14,1.4,19,209,,,,,,,BPM-hyp
87,BPM-hyp_2,28,9,25,2.5,290,288,,,,,,,BPM-hyp
88,BPM-hyp_2,29,9,25,2.5,273,292,,,,,,,BPM-hyp
89,BPM-hyp_2,30,9,37,3.7,221,205,,,,,,,BPM-hyp
90,BPM-hyp_2,31,9,55,5.5,294,13,,,,,,,BPM-hyp
91,BPM-hyp_2,32,9,31,3.1,22,213,,,,,,,BPM-hyp
92,BPM-hyp_2,33,9,31,3.1,290,293,,,,,,,BPM-hyp
93,BPM-hyp_2,34,9,49,4.9,212,215,,,,,,,BPM-hyp
94,BPM-hyp_2,35,9,16,1.6,134,35,,,,,,,BPM-hyp
95,BPM-hyp_2,36,9,37,3.7,292,273,,,,,,,BPM-hyp
96,BPM-hyp_2,37,9,43,4.3,154,32,,,,,,,BPM-hyp
97,BPM-hyp_2,38,9,49,4.9,227,214,,,,,,,BPM-hyp
98,BPM-hyp_2,39,9,26,2.6,27,196,,,,,,,BPM-hyp
99,BPM-hyp_2,40,9,31,3.1,25,211,,,,,,,BPM-hyp
100,BPM-hyp_2,41,9,24,2.4,25,196,212.0,214.0,,,,,BPM-hyp
101,BPM-hyp_2,42,9,37,3.7,12,204,,,,,,,BPM-hyp
102,BPM-hyp_2,43,9,25,2.5,146,36,,,,,,,BPM-hyp
103,BPM-hyp_2,44,9,25,2.5,291,124,,,,,,,BPM-hyp
104,BPM-hyp_2,45,9,43,4.3,23,212,,,,,,,BPM-hyp
105,BPM-hyp_2,46,9,85,8.5,21,284,,,,,,,BPM-hyp
106,BPM-hyp_2,47,9,31,3.1,271,262,,,,,,,BPM-hyp
107,BPM-hyp_2,48,9,31,3.1,8,225,,,,,,,BPM-hyp
108,BPM-hyp_2,49,9,21,2.1,70,91,,,,,,,BPM-hyp
109,BPM-hyp_2,50,9,50,5.0,26,192,,,,,,,BPM-hyp
110,BPM-hyp_2,51,9,14,1.4,5,208,,,,,,,BPM-hyp
111,BPM-hyp_2,52,9,43,4.3,289,114,,,,,,,BPM-hyp
112,BPM-hyp_2,53,9,20,2.0,212,201,,,,,,,BPM-hyp
113,BPM-hyp_2,54,9,37,3.7,146,297,,,,,,,BPM-hyp
114,BPM-hyp_2,55,9,37,3.7,276,294,,,,,,,BPM-hyp
115,BPM-hyp_2,56,9,15,1.5,292,293,,,,,,,BPM-hyp
116,BPM-hyp_2,57,9,21,2.1,33,197,,,,,,,BPM-hyp
117,BPM-hyp_2,58,9,43,4.3,292,294,,,,,,,BPM-hyp
118,BPM-hyp_2,59,9,26,2.6,21,204,,,,,,,BPM-hyp
119,BPM-hyp_2,60,9,43,4.3,59,95,,,,,,,BPM-hyp
120,BPM-hyp_3,1,9,64,6.4,166,252,,,,,,,BPM-hyp
121,BPM-hyp_3,2,9,93,9.3,6,6,,,,,,,BPM-hyp
122,BPM-hyp_3,3,9,37,3.7,202,245,,,,,,,BPM-hyp
123,BPM-hyp_3,4,9,61,6.1,250,293,,,,,,,BPM-hyp
124,BPM-hyp_3,5,9,69,6.9,270,184,,,,,,,BPM-hyp
125,BPM-hyp_3,6,9,78,7.8,181,211,,,,,,,BPM-hyp
126,BPM-hyp_3,7,9,26,2.6,141,249,,,,,,,BPM-hyp
127,BPM-hyp_3,8,9,46,4.6,259,161,,,,,,,BPM-hyp
128,BPM-hyp_3,9,9,103,10.3,99,190,,,,,,,BPM-hyp
129,BPM-hyp_3,10,9,40,4.0,204,213,,,,,,,BPM-hyp
130,BPM-hyp_3,11,9,31,3.1,94,74,133.0,265.0,,,,,BPM-hyp
131,BPM-hyp_3,12,9,66,6.6,96,195,,,,,,,BPM-hyp
132,BPM-hyp_3,13,9,31,3.1,228,26,,,,,,,BPM-hyp
133,BPM-hyp_3,14,9,49,4.9,138,244,,,,,,,BPM-hyp
134,BPM-hyp_3,15,9,49,4.9,243,153,,,,,,,BPM-hyp
135,BPM-hyp_3,16,9,43,4.3,186,218,,,,,,,BPM-hyp
136,BPM-hyp_3,17,9,104,10.4,260,174,,,,,,,BPM-hyp
137,BPM-hyp_3,18,9,19,1.9,124,241,,,,,,,BPM-hyp
138,BPM-hyp_3,19,9,103,10.3,239,186,147.0,234.0,,,,,BPM-hyp
139,BPM-hyp_3,20,9,31,3.1,106,210,,,,,,,BPM-hyp
140,BPM-hyp_3,21,9,81,8.1,73,118,260.0,167.0,,,,,BPM-hyp
141,BPM-hyp_3,22,9,49,4.9,272,104,,,,,,,BPM-hyp
142,BPM-hyp_3,23,9,56,5.6,185,139,,,,,,,BPM-hyp
143,BPM-hyp_3,24,9,28,2.8,42,125,,,,,,,BPM-hyp
144,BPM-hyp_3,25,9,43,4.3,98,182,,,,,,,BPM-hyp
145,BPM-hyp_3,26,9,79,7.9,199,212,,,,,,,BPM-hyp
146,BPM-hyp_3,27,9,37,3.7,223,197,,,,,,,BPM-hyp
147,BPM-hyp_3,28,9,72,7.2,49,93,,,,,,,BPM-hyp
148,BPM-hyp_3,29,9,81,8.1,180,222,,,,,,,BPM-hyp
149,BPM-hyp_3,30,9,45,4.5,229,224,,,,,,,BPM-hyp
150,BPM-hyp_3,31,9,52,5.2,206,223,,,,,,,BPM-hyp
151,BPM-hyp_3,32,9,65,6.5,123,243,,,,,,,BPM-hyp
152,BPM-hyp_3,33,9,123,12.3,184,241,,,,,,,BPM-hyp
153,BPM-hyp_3,34,9,31,3.1,125,264,,,,,,,BPM-hyp
154,BPM-hyp_3,35,9,38,3.8,213,274,,,,,,,BPM-hyp
155,BPM-hyp_3,36,9,52,5.2,139,252,,,,,,,BPM-hyp
156,BPM-hyp_3,37,9,74,7.4,200,218,,,,,,,BPM-hyp
157,BPM-hyp_3,38,9,31,3.1,91,76,,,,,,,BPM-hyp
158,BPM-hyp_3,39,9,116,11.6,260,182,,,,,,,BPM-hyp
159,BPM-hyp_3,40,9,55,5.5,26,251,,,,,,,BPM-hyp
160,BPM-hyp_3,41,9,37,3.7,183,62,,,,,,,BPM-hyp
161,BPM-hyp_3,42,9,43,4.3,157,227,,,,,,,BPM-hyp
162,BPM-hyp_3,43,9,37,3.7,179,208,,,,,,,BPM-hyp
163,BPM-hyp_3,44,9,90,9.0,265,161,195.0,217.0,,,,,BPM-hyp
164,BPM-hyp_3,45,9,49,4.9,173,102,,,,,,,BPM-hyp
165,BPM-hyp_3,46,9,31,3.1,226,218,,,,,,,BPM-hyp
166,BPM-hyp_3,47,9,70,7.0,44,166,,,,,,,BPM-hyp
167,BPM-hyp_3,48,9,103,10.3,43,140,,,,,,,BPM-hyp
168,BPM-hyp_3,49,9,88,8.8,275,152,,,,,,,BPM-hyp
169,BPM-hyp_3,50,9,37,3.7,168,253,,,,,,,BPM-hyp
170,BPM-hyp_3,51,9,74,7.4,105,275,,,,,,,BPM-hyp
171,BPM-hyp_3,52,9,64,6.4,169,118,,,,,,,BPM-hyp
172,BPM-hyp_3,53,9,52,5.2,231,204,,,,,,,BPM-hyp
173,BPM-hyp_3,54,9,51,5.1,113,82,191.0,213.0,,,,,BPM-hyp
174,BPM-hyp_3,55,9,40,4.0,123,257,,,,,,,BPM-hyp
175,BPM-hyp_3,56,9,62,6.2,45,298,,,,,,,BPM-hyp
176,BPM-hyp_3,57,9,74,7.4,196,220,,,,,,,BPM-hyp
177,BPM-hyp_3,58,9,43,4.3,244,171,,,,,,,BPM-hyp
178,BPM-hyp_3,59,9,121,12.1,274,188,,,,,,,BPM-hyp
179,BPM-hyp_3,60,9,63,6.3,164,211,,,,,,,BPM-hyp
180,BPM-hyp_4,1,9,31,3.1,68,136,,,,,,,BPM-hyp
181,BPM-hyp_4,2,9,37,3.7,71,130,118.0,257.0,,,,,BPM-hyp
182,BPM-hyp_4,3,9,75,7.5,184,118,124.0,264.0,,,,,BPM-hyp
183,BPM-hyp_4,4,9,40,4.0,156,19,,,,,,,BPM-hyp
184,BPM-hyp_4,5,9,43,4.3,65,138,,,,,,,BPM-hyp
185,BPM-hyp_4,6,9,49,4.9,172,75,,,,,,,BPM-hyp
186,BPM-hyp_4,7,9,72,7.2,128,170,,,,,,,BPM-hyp
187,BPM-hyp_4,8,9,37,3.7,63,130,,,,,,,BPM-hyp
188,BPM-hyp_4,9,9,63,6.3,182,89,,,,,,,BPM-hyp
189,BPM-hyp_4,10,9,19,1.9,75,284,,,,,,,BPM-hyp
190,BPM-hyp_4,11,9,43,4.3,55,130,,,,,,,BPM-hyp
191,BPM-hyp_4,12,9,43,4.3,73,127,,,,,,,BPM-hyp
192,BPM-hyp_4,13,9,51,5.1,76,136,,,,,,,BPM-hyp
193,BPM-hyp_4,14,9,46,4.6,66,135,,,,,,,BPM-hyp
194,BPM-hyp_4,15,9,32,3.2,175,37,,,,,,,BPM-hyp
195,BPM-hyp_4,16,9,43,4.3,66,136,,,,,,,BPM-hyp
196,BPM-hyp_4,17,9,25,2.5,147,125,,,,,,,BPM-hyp
197,BPM-hyp_4,18,9,26,2.6,33,90,,,,,,,BPM-hyp
198,BPM-hyp_4,19,9,43,4.3,153,48,,,,,,,BPM-hyp
199,BPM-hyp_4,20,9,37,3.7,161,114,,,,,,,BPM-hyp
200,BPM-hyp_4,21,9,25,2.5,62,139,,,,,,,BPM-hyp
201,BPM-hyp_4,22,9,74,7.4,152,66,,,,,,,BPM-hyp
202,BPM-hyp_4,23,9,21,2.1,60,138,,,,,,,BPM-hyp
203,BPM-hyp_4,24,9,20,2.0,66,140,,,,,,,BPM-hyp
204,BPM-hyp_4,25,9,49,4.9,53,93,,,,,,,BPM-hyp
205,BPM-hyp_4,26,9,64,6.4,262,42,,,,,,,BPM-hyp
206,BPM-hyp_4,27,9,73,7.3,147,270,,,,,,,BPM-hyp
207,BPM-hyp_4,28,9,37,3.7,68,130,,,,,,,BPM-hyp
208,BPM-hyp_4,29,9,90,9.0,30,86,,,,,,,BPM-hyp
209,BPM-hyp_4,30,9,31,3.1,134,194,,,,,,,BPM-hyp
210,BPM-hyp_4,31,9,51,5.1,66,144,,,,,,,BPM-hyp
211,BPM-hyp_4,32,9,44,4.4,25,95,162.0,65.0,,,,,BPM-hyp
212,BPM-hyp_4,33,9,64,6.4,43,227,,,,,,,BPM-hyp
213,BPM-hyp_4,34,9,32,3.2,216,60,,,,,,,BPM-hyp
214,BPM-hyp_4,35,9,63,6.3,24,108,,,,,,,BPM-hyp
215,BPM-hyp_4,36,9,49,4.9,57,118,,,,,,,BPM-hyp
216,BPM-hyp_4,37,9,55,5.5,215,77,,,,,,,BPM-hyp
217,BPM-hyp_4,38,9,49,4.9,207,73,,,,,,,BPM-hyp
218,BPM-hyp_4,39,9,60,6.0,155,252,,,,,,,BPM-hyp
219,BPM-hyp_4,40,9,25,2.5,171,45,,,,,,,BPM-hyp
220,BPM-hyp_4,41,9,20,2.0,66,138,,,,,,,BPM-hyp
221,BPM-hyp_4,42,9,37,3.7,66,137,,,,,,,BPM-hyp
222,BPM-hyp_4,43,9,31,3.1,215,68,167.0,142.0,,,,,BPM-hyp
223,BPM-hyp_4,44,9,25,2.5,62,131,,,,,,,BPM-hyp
224,BPM-hyp_4,45,9,35,3.5,155,52,,,,,,,BPM-hyp
225,BPM-hyp_4,46,9,38,3.8,145,4,,,,,,,BPM-hyp
226,BPM-hyp_4,47,9,31,3.1,162,74,,,,,,,BPM-hyp
227,BPM-hyp_4,48,9,31,3.1,64,117,,,,,,,BPM-hyp
228,BPM-hyp_4,49,9,55,5.5,62,126,,,,,,,BPM-hyp
229,BPM-hyp_4,50,9,25,2.5,155,292,,,,,,,BPM-hyp
230,BPM-hyp_4,51,9,74,7.4,117,270,,,,,,,BPM-hyp
231,BPM-hyp_4,52,9,70,7.0,183,89,,,,,,,BPM-hyp
232,BPM-hyp_4,53,9,26,2.6,255,82,,,,,,,BPM-hyp
233,BPM-hyp_4,54,9,49,4.9,67,133,130.0,68.0,,,,,BPM-hyp
234,BPM-hyp_4,55,9,25,2.5,162,54,,,,,,,BPM-hyp
235,BPM-hyp_4,56,9,28,2.8,168,111,,,,,,,BPM-hyp
236,BPM-hyp_4,57,9,49,4.9,65,133,,,,,,,BPM-hyp
237,BPM-hyp_4,58,9,33,3.3,209,259,,,,,,,BPM-hyp
238,BPM-hyp_4,59,9,55,5.5,64,122,,,,,,,BPM-hyp
239,BPM-hyp_4,60,9,46,4.6,169,37,78.0,141.0,,,,,BPM-hyp
